ano_de_exercicio;unidade_orcamentaria_sigla;unidade_orcamentaria_codigo;unidade_orcamentaria_nome;ano_empenho;numero_empenho;data_registro_doc_empenho;numero_processo_compra_siad;elemento_despesa_codigo;elemento_despesa_descricao;item_despesa_codigo;item_despesa_descricao;fonte_recurso_codigo;fonte_recurso_descricao;razao_social_credor;cnpj_cpf_credor_formatado;valor_despesa_empenhada;valor_despesa_liquidada;valor_pago_financeiro
2024;PMMG;1251;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;2024;170;2024-09-19;1250084 000092/2024;30;MATERIAL DE CONSUMO;25;MATERIAL DE SEGURANCA, APETRECHOS OPERACIONAIS E POLICIAIS;70;CONVENIOS COM OS MUNICIPIOS;CONDOR S/A INDUSTRIA QUIMICA;30.092.431/0001-96;686,02;686,02;677,79
2024;PMMG;1251;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;2024;171;2024-03-08;1255302 000266/2022;30;MATERIAL DE CONSUMO;10;MATERIAL MEDICO E HOSPITALAR;60;RECURSOS DIRETAMENTE ARRECADADOS;GERAIS EMPREENDIMENTOS HOSPITALARES LTDA;25.456.112/0001-82;11878,08;11878,08;11735,55
2024;PMMG;1251;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;2024;171;2024-05-23;1250021 000012/2024;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;19;LOCACAO DE MAQUINAS E EQUIPAMENTOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;KEPLER VIAGENS, EVENTOS E TURISMO LTDA;07.132.995/0001-93;23700,0;23700,0;22515,0
2024;PMMG;1251;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;2024;171;2024-07-05;1259662 000057/2024;30;MATERIAL DE CONSUMO;19;MATERIAL P/ MANUT. E REPAROS DE IMOVEIS DE PROPRIEDADE DA ADM. PUBLICA;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;GLOBAL DISTRIBUICAO E SERVICOS LTDA;28.429.720/0001-96;5229,78;5229,78;5229,78
2024;PMMG;1251;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;2024;171;2024-09-10;1250072 000042/2024;52;EQUIPAMENTOS E MATERIAL PERMANENTE;17;VEICULOS;24;CONVENIOS COM A UNIAO E SUAS ENTIDADES - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;CARBEL PARIS VEICULOS LTDA;04.743.359/0001-00;787500,0;787500,0;778050,0
2024;PMMG;1251;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;2024;171;2024-09-19;1250084 000093/2024;30;MATERIAL DE CONSUMO;25;MATERIAL DE SEGURANCA, APETRECHOS OPERACIONAIS E POLICIAIS;70;CONVENIOS COM OS MUNICIPIOS;WORLD CENTER COMERCIO IMPORTACAO E EXPORTACAO LTDA;00.211.131/0001-18;1925,0;1925,0;1901,9
2024;PMMG;1251;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;2024;172;2024-03-08;1255302 000027/2024;30;MATERIAL DE CONSUMO;10;MATERIAL MEDICO E HOSPITALAR;60;RECURSOS DIRETAMENTE ARRECADADOS;DCB DISTRIBUIDORA CIRURGICA BRASILEIRA LTDA;20.235.404/0001-71;7344,0;7344,0;7255,88
2024;PMMG;1251;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;2024;172;2024-05-24;1250021 000020/2024;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;23;RECEPCOES, HOSPEDAGENS, HOMENAGENS E FESTIVIDADES;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;PRODUTOR RODRIGO LOCACOES E SERVICOS LTDA;29.340.740/0001-59;13920,0;13920,0;13920,0
2024;PMMG;1251;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;2024;172;2024-07-09;1259662 000058/2024;30;MATERIAL DE CONSUMO;22;FERRAMENTAS, FERRAGENS E UTENSILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;GLOBAL DISTRIBUICAO E SERVICOS LTDA;28.429.720/0001-96;666,4;666,4;666,4
2024;PMMG;1251;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;2024;172;2024-07-26;1250071 000051/2024;52;EQUIPAMENTOS E MATERIAL PERMANENTE;7;EQUIPAMENTOS DE INFORMATICA;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;LIDER NOTEBOOKS COMERCIO E SERVICOS LTDA;12.477.490/0002-81;19535,0;19535,0;19300,58
2024;PMMG;1251;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;2024;172;2024-09-19;1250084 000093/2024;30;MATERIAL DE CONSUMO;25;MATERIAL DE SEGURANCA, APETRECHOS OPERACIONAIS E POLICIAIS;70;CONVENIOS COM OS MUNICIPIOS;WORLD CENTER COMERCIO IMPORTACAO E EXPORTACAO LTDA;00.211.131/0001-18;9975,0;9975,0;9855,3
2024;PMMG;1251;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;2024;173;2024-02-02;1250133 000014/2020;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;42;SERVICOS GRAFICOS DE SEGURANCA;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;THOMAS GREG & SONS SOLUCOES, MEIOS DE PAGAMENTO E IDENTIFICACAO LTDA;03.514.896/0001-15;19578,84;19578,84;18639,06
2024;PMMG;1251;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;2024;173;2024-03-11;1255302 000023/2024;30;MATERIAL DE CONSUMO;10;MATERIAL MEDICO E HOSPITALAR;60;RECURSOS DIRETAMENTE ARRECADADOS;BIOTEC PRODUTOS HOSPITALARES LTDA.;07.204.591/0001-68;701,5;701,5;693,08
2024;PMMG;1251;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;2024;173;2024-05-27;1250021 000011/2024;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;19;LOCACAO DE MAQUINAS E EQUIPAMENTOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;KEPLER VIAGENS, EVENTOS E TURISMO LTDA;07.132.995/0001-93;150000,0;150000,0;142500,0
2024;PMMG;1251;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;2024;173;2024-09-11;1250072 000021/2024;52;EQUIPAMENTOS E MATERIAL PERMANENTE;17;VEICULOS;97;TRANSFERENCIAS ESPECIAIS DE RECURSOS DA UNIAO - RECURSOS RECEBIDOS ATE 2023;MARKA VEICULOS E PECAS S/A;18.707.422/0001-67;127790,0;127790,0;126256,52
2024;PMMG;1251;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;2024;173;2024-09-19;1250084 000093/2024;30;MATERIAL DE CONSUMO;25;MATERIAL DE SEGURANCA, APETRECHOS OPERACIONAIS E POLICIAIS;70;CONVENIOS COM OS MUNICIPIOS;WORLD CENTER COMERCIO IMPORTACAO E EXPORTACAO LTDA;00.211.131/0001-18;5250,0;5250,0;5187,0
2024;PMMG;1251;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;2024;174;2024-03-12;1255302 000264/2022;30;MATERIAL DE CONSUMO;10;MATERIAL MEDICO E HOSPITALAR;60;RECURSOS DIRETAMENTE ARRECADADOS;NEXOMED HOSPITALAR LTDA;17.085.673/0001-94;11418,36;11418,36;11281,35
2024;PMMG;1251;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;2024;174;2024-05-28;1250021 000016/2024;30;MATERIAL DE CONSUMO;32;MATERIAL CIVICO E EDUCATIVO;60;RECURSOS DIRETAMENTE ARRECADADOS;BANDERTTINI COMERCIO E CONFECCOES DE BANDEIRAS LTDA - ME;07.936.583/0001-06;436,0;436,0;436,0
2024;PMMG;1251;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;2024;174;2024-09-20;1250084 000104/2024;30;MATERIAL DE CONSUMO;25;MATERIAL DE SEGURANCA, APETRECHOS OPERACIONAIS E POLICIAIS;70;CONVENIOS COM OS MUNICIPIOS;CONDOR S/A INDUSTRIA QUIMICA;30.092.431/0001-96;686,02;686,02;669,56
2024;PMMG;1251;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;2024;175;2024-02-06;1250133 000005/2020;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;19;LOCACAO DE MAQUINAS E EQUIPAMENTOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;JETMAX SOLUCOES EM IMPRESSAO LTDA;06.947.769/0001-06;29632,67;29632,67;29632,67
2024;PMMG;1251;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;2024;175;2024-02-07;1259970 000019/2021;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;19;LOCACAO DE MAQUINAS E EQUIPAMENTOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;SELBETTI TECNOLOGIA S.A.;83.483.230/0001-86;11645,45;9905,54;8947,37
2024;PMMG;1251;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;2024;175;2024-03-12;1255302 000247/2023;30;MATERIAL DE CONSUMO;10;MATERIAL MEDICO E HOSPITALAR;60;RECURSOS DIRETAMENTE ARRECADADOS;NUVASIVE BRASIL COMERCIAL LTDA;01.213.619/0008-13;943050,0;532750,0;473005,8
2024;PMMG;1251;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;2024;176;2024-02-08;1250133 000002/2020;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;15;SERVICO POSTAL-TELEGRAFICO;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS - ECT;34.028.316/0015-09;600088,6;471077,12;471077,12
2024;PMMG;1251;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;2024;176;2024-03-12;1255302 000024/2024;30;MATERIAL DE CONSUMO;10;MATERIAL MEDICO E HOSPITALAR;60;RECURSOS DIRETAMENTE ARRECADADOS;HPF SURGICAL LTDA;68.532.076/0002-82;31897,6;31897,6;31515,43
2024;PMMG;1251;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;2024;177;2024-03-12;1501561 000016/2021;37;LOCACAO DE MAO-DE-OBRA;5;DESPESAS COM O PAGAMENTO DE ENCARGOS TRABALHISTAS A MGS;60;RECURSOS DIRETAMENTE ARRECADADOS;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;33.224.254/0001-42;1549697,96;1382654,79;1223796,53
2024;PMMG;1251;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;2024;178;2024-03-14;1255302 000268/2022;30;MATERIAL DE CONSUMO;10;MATERIAL MEDICO E HOSPITALAR;60;RECURSOS DIRETAMENTE ARRECADADOS;TRAUMINAS DISTRIBUIDORA DE MATERIAIS CIRURGICOS HOSPITALARES LTDA;41.721.051/0001-90;29111,53;29111,53;28762,19
2024;PMMG;1251;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;2024;178;2024-05-10;1259759 000005/2024;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;22;REPAROS DE BENS IMOVEIS;60;RECURSOS DIRETAMENTE ARRECADADOS;POSITIVA DISTRIBUIDORA DE MATERIAIS E SERVICOS LTDA;03.265.966/0001-49;5000,0;5000,0;5000,0
2024;PMMG;1251;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;2024;178;2024-08-01;1250071 000058/2024;52;EQUIPAMENTOS E MATERIAL PERMANENTE;20;EQUIPAMENTOS DE SEGURANCA ELETRONICA;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;METODO SYSTEM COMERCIO E SERVICOS LTDA;07.346.478/0001-17;400,0;400,0;395,2
2024;PMMG;1251;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;2024;179;2024-02-19;1250133 000018/2023;37;LOCACAO DE MAO-DE-OBRA;1;LOCACAO DE SERVICOS DE CONSERVACAO E LIMPEZA;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;SOLUCOES FACILITIES LTDA;21.816.728/0001-66;631498,07;476900,77;414903,65
2024;PMMG;1251;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;2024;179;2024-03-14;1255302 000029/2024;30;MATERIAL DE CONSUMO;12;MEDICAMENTOS;60;RECURSOS DIRETAMENTE ARRECADADOS;SOMA/MG PRODUTOS HOSPITALARES LTDA;12.927.876/0001-67;15400,0;15400,0;15215,2
2024;PMMG;1251;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;2024;180;2024-03-14;1255302 000029/2024;30;MATERIAL DE CONSUMO;12;MEDICAMENTOS;60;RECURSOS DIRETAMENTE ARRECADADOS;UNIAO QUIMICA FARMACEUTICA NACIONAL S A;60.665.981/0009-75;1080,0;1080,0;1067,04
2024;PMMG;1251;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;2024;180;2024-07-19;1259662 000064/2024;30;MATERIAL DE CONSUMO;19;MATERIAL P/ MANUT. E REPAROS DE IMOVEIS DE PROPRIEDADE DA ADM. PUBLICA;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;GLOBAL DISTRIBUICAO E SERVICOS LTDA;28.429.720/0001-96;184,0;184,0;184,0
2024;PMMG;1251;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;2024;181;2024-03-14;1255302 000028/2024;30;MATERIAL DE CONSUMO;12;MEDICAMENTOS;60;RECURSOS DIRETAMENTE ARRECADADOS;BIOHOSP PRODUTOS HOSPITALARES SA;18.269.125/0001-87;9541,68;9541,68;9427,18
2024;PMMG;1251;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;2024;181;2024-07-23;1259662 000065/2024;30;MATERIAL DE CONSUMO;19;MATERIAL P/ MANUT. E REPAROS DE IMOVEIS DE PROPRIEDADE DA ADM. PUBLICA;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;W M PORTAS EMPREENDIMENTOS EM MOVEIS PLANEJADOS LTDA - EPP;17.331.294/0001-37;2450,0;2450,0;2450,0
2024;PMMG;1251;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;2024;181;2024-09-24;1250084 000101/2024;30;MATERIAL DE CONSUMO;25;MATERIAL DE SEGURANCA, APETRECHOS OPERACIONAIS E POLICIAIS;24;CONVENIOS COM A UNIAO E SUAS ENTIDADES - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;COMPANHIA BRASILEIRA DE CARTUCHOS;57.494.031/0001-63;15000,0;15000,0;14820,0
2024;PMMG;1251;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;2024;182;2024-03-14;1255302 000028/2024;30;MATERIAL DE CONSUMO;10;MATERIAL MEDICO E HOSPITALAR;60;RECURSOS DIRETAMENTE ARRECADADOS;CEI COMERCIO EXPORTACAO E IMP DE MAT MEDICOS LTDA;40.175.705/0001-64;1240,0;1240,0;1225,12
2024;PMMG;1251;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;2024;182;2024-09-24;1250084 000106/2024;30;MATERIAL DE CONSUMO;25;MATERIAL DE SEGURANCA, APETRECHOS OPERACIONAIS E POLICIAIS;70;CONVENIOS COM OS MUNICIPIOS;WORLD CENTER COMERCIO IMPORTACAO E EXPORTACAO LTDA;00.211.131/0001-18;2100,0;2100,0;2074,8
2024;PMMG;1251;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;2024;183;2024-02-21;1250133 000018/2022;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;21;REPAROS DE EQUIPAMENTOS, INSTALACOES E MATERIAL PERMANENTE;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;ESMARTY ESPECIALISTA EM MANUTENCAO DE ELEVADORES LTDA;08.458.633/0001-50;9165,74;7921,0;7921,0
2024;PMMG;1251;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;2024;183;2024-03-14;1255302 000028/2024;30;MATERIAL DE CONSUMO;13;MATERIAIS DE LABORATORIO E PRODUTOS QUIMICOS EM GERAL;60;RECURSOS DIRETAMENTE ARRECADADOS;INDALABOR INDAIA LABORATORIO FARMACEUTICO LTDA;04.654.861/0001-44;55131,88;55131,88;54470,23
2024;PMMG;1251;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;2024;183;2024-08-02;1250071 000064/2024;52;EQUIPAMENTOS E MATERIAL PERMANENTE;25;APARELHOS E UTENSILIOS DOMESTICOS;68;CONVENIOS COM AS INSTITUICOES PRIVADAS E OS ORGANISMOS DO EXTERIOR;52.996.305 SILVANA DE JESUS DOS SANTOS;52.996.305/0001-07;1230,0;1230,0;1230,0
2024;PMMG;1251;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;2024;184;2024-02-21;1250133 000020/2022;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;21;REPAROS DE EQUIPAMENTOS, INSTALACOES E MATERIAL PERMANENTE;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;D.I.COMERCIO DE PECAS E SERVICOS PARA GERADORES LTDA - ME;26.295.145/0001-50;10497,15;8520,03;8520,03
2024;PMMG;1251;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;2024;184;2024-03-14;1255302 000028/2024;30;MATERIAL DE CONSUMO;13;MATERIAIS DE LABORATORIO E PRODUTOS QUIMICOS EM GERAL;60;RECURSOS DIRETAMENTE ARRECADADOS;MASTERMED COMERCIAL LTDA -EPP;02.662.841/0001-90;3900,0;3900,0;3900,0
2024;PMMG;1251;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;2024;184;2024-09-30;1250084 000098/2024;52;EQUIPAMENTOS E MATERIAL PERMANENTE;3;ARMAMENTO E EQUIPAMENTO DE USO POLICIAL;70;CONVENIOS COM OS MUNICIPIOS;CESKA ZBROJOVKA A.S.;99.999.990/1101-05;406860,0;406860,0;392755,52
2024;PMMG;1251;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;2024;185;2024-03-04;1259971 000005/2020;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;19;LOCACAO DE MAQUINAS E EQUIPAMENTOS;60;RECURSOS DIRETAMENTE ARRECADADOS;CASA DAS IMPRESSORAS E INFORMATICA LTDA;21.157.196/0001-00;960,36;960,36;960,36
2024;PMMG;1251;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;2024;185;2024-03-14;1255302 000028/2024;30;MATERIAL DE CONSUMO;12;MEDICAMENTOS;60;RECURSOS DIRETAMENTE ARRECADADOS;RIOQUIMICA S.A.;55.643.555/0001-43;1520,0;1520,0;1501,76
2024;PMMG;1251;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;2024;185;2024-09-30;1250084 000098/2024;52;EQUIPAMENTOS E MATERIAL PERMANENTE;3;ARMAMENTO E EQUIPAMENTO DE USO POLICIAL;70;CONVENIOS COM OS MUNICIPIOS;GLOCK AMERICA S.A.;99.999.990/1090-00;156660,96;156660,96;144101,97
2024;PMMG;1251;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;2024;186;2024-02-23;1259965 000023/2023;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;59;SERVICOS SANITARIOS E TRATAMENTO DE RESIDUOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;ELITE GESTAO DE RESIDUOS LTDA;39.314.058/0001-45;2271,25;2271,25;2157,77
2024;PMMG;1251;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;2024;186;2024-03-15;1501561 000016/2021;37;LOCACAO DE MAO-DE-OBRA;3;LOCACAO DE SERVICOS DE CONSERVACAO E LIMPEZA REALIZADOS PELA MGS;60;RECURSOS DIRETAMENTE ARRECADADOS;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;33.224.254/0001-42;5990,31;5990,31;4317,66
2024;PMMG;1251;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;2024;186;2024-09-30;1250084 000098/2024;52;EQUIPAMENTOS E MATERIAL PERMANENTE;3;ARMAMENTO E EQUIPAMENTO DE USO POLICIAL;70;CONVENIOS COM OS MUNICIPIOS;GLOCK AMERICA S.A.;99.999.990/1090-00;4234,08;4234,08;3894,64
2024;PMMG;1251;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;2024;187;2024-02-23;1259965 000036/2022;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;59;SERVICOS SANITARIOS E TRATAMENTO DE RESIDUOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;SUPERINTENDENCIA DE LIMPEZA URBANA;16.673.998/0001-25;269,37;224,55;224,55
2024;PMMG;1251;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;2024;187;2024-03-15;1501561 000016/2021;37;LOCACAO DE MAO-DE-OBRA;4;LOCACAO DE SERVICOS DE APOIO ADMINISTRATIVO REALIZADOS PELA MGS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;33.224.254/0001-42;309011,01;265936,75;212880,51
2024;PMMG;1251;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;2024;187;2024-09-30;1250084 000098/2024;52;EQUIPAMENTOS E MATERIAL PERMANENTE;3;ARMAMENTO E EQUIPAMENTO DE USO POLICIAL;70;CONVENIOS COM OS MUNICIPIOS;CESKA ZBROJOVKA A.S.;99.999.990/1101-05;10140,0;10140,0;9788,48
2024;PMMG;1251;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;2024;187;2024-10-01;1252157 000002/2024;37;LOCACAO DE MAO-DE-OBRA;1;LOCACAO DE SERVICOS DE CONSERVACAO E LIMPEZA;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;S&M SERVICOS LTDA;04.350.057/0001-71;1220074,4;540495,17;432263,98
2024;PMMG;1251;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;2024;188;2024-02-23;1259965 000044/2021;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;59;SERVICOS SANITARIOS E TRATAMENTO DE RESIDUOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;SUPERINTENDENCIA DE LIMPEZA URBANA;16.673.998/0001-25;3052,72;2544,78;2544,78
2024;PMMG;1251;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;2024;188;2024-09-30;1250084 000099/2024;52;EQUIPAMENTOS E MATERIAL PERMANENTE;3;ARMAMENTO E EQUIPAMENTO DE USO POLICIAL;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;GLOCK AMERICA S.A.;99.999.990/1090-00;97962,4;97962,4;97962,4
2024;PMMG;1251;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;2024;189;2024-02-23;1259965 000025/2021;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;59;SERVICOS SANITARIOS E TRATAMENTO DE RESIDUOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;SUPERINTENDENCIA DE LIMPEZA URBANA;16.673.998/0001-25;4852,54;4045,8;4045,8
2024;PMMG;1251;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;2024;189;2024-03-18;1255302 000157/2023;30;MATERIAL DE CONSUMO;10;MATERIAL MEDICO E HOSPITALAR;60;RECURSOS DIRETAMENTE ARRECADADOS;VIVA COMERCIO IMPORTACAO E EXPORTACAO LTDA;13.175.742/0001-08;75330,2;75330,2;74426,24
2024;PMMG;1251;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;2024;189;2024-08-06;1250071 000059/2024;52;EQUIPAMENTOS E MATERIAL PERMANENTE;20;EQUIPAMENTOS DE SEGURANCA ELETRONICA;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;ROMMA SISTEMAS DE SEGURANCA ELETRONICA LTDA;29.188.143/0001-50;1088,0;1088,0;1074,94
2024;PMMG;1251;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;2024;189;2024-09-30;1250084 000028/2024;52;EQUIPAMENTOS E MATERIAL PERMANENTE;3;ARMAMENTO E EQUIPAMENTO DE USO POLICIAL;97;TRANSFERENCIAS ESPECIAIS DE RECURSOS DA UNIAO - RECURSOS RECEBIDOS ATE 2023;AXON ENTERPRISE INC;99.999.990/1126-55;39810,36;39810,36;38909,12
2024;PMMG;1251;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;2024;190;2024-03-18;1255302 000206/2022;30;MATERIAL DE CONSUMO;17;ARTIGOS PARA LIMPEZA E HIGIENE;60;RECURSOS DIRETAMENTE ARRECADADOS;ALMEIDA WOLFF COMERCIAL HOSPITALAR LTDA;05.336.395/0001-11;9600,0;9600,0;9484,8
2024;PMMG;1251;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;2024;190;2024-08-09;1250071 000079/2024;52;EQUIPAMENTOS E MATERIAL PERMANENTE;8;EQUIPAMENTOS DE SOM, VIDEO, FOTOGRAFICO E CINEMATOGRAFICO;70;CONVENIOS COM OS MUNICIPIOS;METODO SYSTEM COMERCIO E SERVICOS LTDA;07.346.478/0001-17;15634,0;15634,0;15446,39
2024;PMMG;1251;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;2024;190;2024-11-25;1250165 000056/2024;30;MATERIAL DE CONSUMO;16;MATERIAL DE INFORMATICA;82;NOTIFICACAO DE INFRACAO DE TRANSITO ESTADO;DHCP INFORMATICA DO BRASIL LTDA;05.549.856/0001-34;1525,2;1525,2;1506,9
2024;PMMG;1251;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;2024;191;2024-03-18;1255302 000213/2022;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;61;SERVICOS DE CONSERVACAO E LIMPEZA;60;RECURSOS DIRETAMENTE ARRECADADOS;ZAP MUSIC E DEDETIZADORA LTDA;28.964.042/0001-61;9093,11;6430,61;6239,63
2024;PMMG;1251;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;2024;191;2024-08-09;1250071 000045/2024;52;EQUIPAMENTOS E MATERIAL PERMANENTE;7;EQUIPAMENTOS DE INFORMATICA;69;CONVENIOS COM OS ESTADOS E O DISTRITO FEDERAL;ELIANE MEIRE BATISTA FIUZA BORBA;33.557.716/0001-43;5200,0;5200,0;5200,0
2024;PMMG;1251;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;2024;191;2024-09-30;1250084 000028/2024;52;EQUIPAMENTOS E MATERIAL PERMANENTE;3;ARMAMENTO E EQUIPAMENTO DE USO POLICIAL;97;TRANSFERENCIAS ESPECIAIS DE RECURSOS DA UNIAO - RECURSOS RECEBIDOS ATE 2023;AXON ENTERPRISE INC;99.999.990/1126-55;26540,24;26540,24;25939,42
2024;PMMG;1251;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;2024;192;2024-03-06;1259971 000023/2023;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;6;TRANSPORTE E ACONDICIONAMENTO DE MATERIAIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;MARILEIA FARIAS AZEVEDO 97611115634 - ME;21.402.368/0001-56;16267,6;16267,6;16267,6
